load_MW,SystemLoadBtmPv,NativeLoadBtmPv,timestamp,ba_name,market,freq
13429.895,13429.895,13429.895,2021-02-01 05:00:00+00:00,ISONE,RT5M,5m
13377.934,13377.934,13377.934,2021-02-01 05:05:00+00:00,ISONE,RT5M,5m
13360.124,13360.124,13360.124,2021-02-01 05:10:00+00:00,ISONE,RT5M,5m
13317.723,13317.723,13315.123,2021-02-01 05:15:00+00:00,ISONE,RT5M,5m
13346.77,13346.77,13305.07,2021-02-01 05:20:00+00:00,ISONE,RT5M,5m
13290.076,13290.076,13250.176,2021-02-01 05:25:00+00:00,ISONE,RT5M,5m
13233.706,13233.706,13233.706,2021-02-01 05:30:00+00:00,ISONE,RT5M,5m
13220.405,13220.405,13205.105,2021-02-01 05:35:00+00:00,ISONE,RT5M,5m
13178.798,13178.798,13172.998,2021-02-01 05:40:00+00:00,ISONE,RT5M,5m
13146.496,13146.496,13133.896,2021-02-01 05:45:00+00:00,ISONE,RT5M,5m
13105.896,13105.896,13103.596,2021-02-01 05:50:00+00:00,ISONE,RT5M,5m
13070.545,13070.545,13070.545,2021-02-01 05:55:00+00:00,ISONE,RT5M,5m
13041.461,13041.461,13041.461,2021-02-01 06:00:00+00:00,ISONE,RT5M,5m
13039.362,13039.362,13031.562,2021-02-01 06:05:00+00:00,ISONE,RT5M,5m
13021.16,13021.16,13016.96,2021-02-01 06:10:00+00:00,ISONE,RT5M,5m
12976.815,12976.815,12973.815,2021-02-01 06:15:00+00:00,ISONE,RT5M,5m
12968.097,12968.097,12965.197,2021-02-01 06:20:00+00:00,ISONE,RT5M,5m
12960.787,12960.787,12957.687,2021-02-01 06:25:00+00:00,ISONE,RT5M,5m
12934.703,12934.703,12928.303,2021-02-01 06:30:00+00:00,ISONE,RT5M,5m
12889.846,12889.846,12889.846,2021-02-01 06:35:00+00:00,ISONE,RT5M,5m
12928.798,12928.798,12908.598,2021-02-01 06:40:00+00:00,ISONE,RT5M,5m
12868.193,12868.193,12868.193,2021-02-01 06:45:00+00:00,ISONE,RT5M,5m
12859.826,12859.826,12858.326,2021-02-01 06:50:00+00:00,ISONE,RT5M,5m
12827.734,12827.734,12826.334,2021-02-01 06:55:00+00:00,ISONE,RT5M,5m
12843.026,12843.026,12837.826,2021-02-01 07:00:00+00:00,ISONE,RT5M,5m
12847.018,12847.018,12844.218,2021-02-01 07:05:00+00:00,ISONE,RT5M,5m
12820.955,12820.955,12818.855,2021-02-01 07:10:00+00:00,ISONE,RT5M,5m
12840.181,12840.181,12840.181,2021-02-01 07:15:00+00:00,ISONE,RT5M,5m
12809.434,12809.434,12799.634,2021-02-01 07:20:00+00:00,ISONE,RT5M,5m
12840.472,12840.472,12830.872,2021-02-01 07:25:00+00:00,ISONE,RT5M,5m
12823.4,12823.4,12797.4,2021-02-01 07:30:00+00:00,ISONE,RT5M,5m
13088.341,13088.341,12796.941,2021-02-01 07:35:00+00:00,ISONE,RT5M,5m
13071.604,13071.604,12783.404,2021-02-01 07:40:00+00:00,ISONE,RT5M,5m
13072.043,13072.043,12784.443,2021-02-01 07:45:00+00:00,ISONE,RT5M,5m
13067.35,13067.35,12774.75,2021-02-01 07:50:00+00:00,ISONE,RT5M,5m
13032.838,13032.838,12745.538,2021-02-01 07:55:00+00:00,ISONE,RT5M,5m
13085.668,13085.668,12798.968,2021-02-01 08:00:00+00:00,ISONE,RT5M,5m
