load_MW,SystemLoadBtmPv,NativeLoadBtmPv,timestamp,ba_name,market,freq
11388.157,11388.157,11126.557,2022-01-01 05:00:00+00:00,ISONE,RT5M,5m
11076.205,11076.205,11074.305,2022-01-01 05:05:00+00:00,ISONE,RT5M,5m
11015.561,11015.561,11013.361,2022-01-01 05:10:00+00:00,ISONE,RT5M,5m
10967.075,10967.075,10966.775,2022-01-01 05:15:00+00:00,ISONE,RT5M,5m
10940.936,10940.936,10923.136,2022-01-01 05:20:00+00:00,ISONE,RT5M,5m
10874.23,10874.23,10871.33,2022-01-01 05:25:00+00:00,ISONE,RT5M,5m
10845.401,10845.401,10845.401,2022-01-01 05:30:00+00:00,ISONE,RT5M,5m
10782.684,10782.684,10781.984,2022-01-01 05:35:00+00:00,ISONE,RT5M,5m
10741.362,10741.362,10740.862,2022-01-01 05:40:00+00:00,ISONE,RT5M,5m
10747.223,10747.223,10723.423,2022-01-01 05:45:00+00:00,ISONE,RT5M,5m
10666.327,10666.327,10663.827,2022-01-01 05:50:00+00:00,ISONE,RT5M,5m
10629.733,10629.733,10629.733,2022-01-01 05:55:00+00:00,ISONE,RT5M,5m
10570.16,10570.16,10570.16,2022-01-01 06:00:00+00:00,ISONE,RT5M,5m
10564.416,10564.416,10564.416,2022-01-01 06:05:00+00:00,ISONE,RT5M,5m
10519.784,10519.784,10508.484,2022-01-01 06:10:00+00:00,ISONE,RT5M,5m
10706.257,10706.257,10450.257,2022-01-01 06:15:00+00:00,ISONE,RT5M,5m
10701.12,10701.12,10442.22,2022-01-01 06:20:00+00:00,ISONE,RT5M,5m
10659.7,10659.7,10396.3,2022-01-01 06:25:00+00:00,ISONE,RT5M,5m
10598.148,10598.148,10335.448,2022-01-01 06:30:00+00:00,ISONE,RT5M,5m
10580.022,10580.022,10318.722,2022-01-01 06:35:00+00:00,ISONE,RT5M,5m
10564.787,10564.787,10302.587,2022-01-01 06:40:00+00:00,ISONE,RT5M,5m
10511.141,10511.141,10246.341,2022-01-01 06:45:00+00:00,ISONE,RT5M,5m
10452.92,10452.92,10193.52,2022-01-01 06:50:00+00:00,ISONE,RT5M,5m
10422.972,10422.972,10163.172,2022-01-01 06:55:00+00:00,ISONE,RT5M,5m
10434.436,10434.436,10169.836,2022-01-01 07:00:00+00:00,ISONE,RT5M,5m
10379.093,10379.093,10118.993,2022-01-01 07:05:00+00:00,ISONE,RT5M,5m
10367.067,10367.067,10104.667,2022-01-01 07:10:00+00:00,ISONE,RT5M,5m
10377.389,10377.389,10117.589,2022-01-01 07:15:00+00:00,ISONE,RT5M,5m
10339.379,10339.379,10075.679,2022-01-01 07:20:00+00:00,ISONE,RT5M,5m
10256.744,10256.744,9997.644,2022-01-01 07:25:00+00:00,ISONE,RT5M,5m
10238.29,10238.29,9977.49,2022-01-01 07:30:00+00:00,ISONE,RT5M,5m
10255.678,10255.678,9996.578,2022-01-01 07:35:00+00:00,ISONE,RT5M,5m
10208.618,10208.618,9941.418,2022-01-01 07:40:00+00:00,ISONE,RT5M,5m
10181.148,10181.148,9922.548,2022-01-01 07:45:00+00:00,ISONE,RT5M,5m
10183.702,10183.702,9921.002,2022-01-01 07:50:00+00:00,ISONE,RT5M,5m
10153.182,10153.182,9889.082,2022-01-01 07:55:00+00:00,ISONE,RT5M,5m
10161.201,10161.201,9900.201,2022-01-01 08:00:00+00:00,ISONE,RT5M,5m
10142.763,10142.763,9876.463,2022-01-01 08:05:00+00:00,ISONE,RT5M,5m
10115.654,10115.654,9856.754,2022-01-01 08:10:00+00:00,ISONE,RT5M,5m
10103.58,10103.58,9843.78,2022-01-01 08:15:00+00:00,ISONE,RT5M,5m
10091.074,10091.074,9831.674,2022-01-01 08:20:00+00:00,ISONE,RT5M,5m
10116.174,10116.174,9853.574,2022-01-01 08:25:00+00:00,ISONE,RT5M,5m
10086.737,10086.737,9822.837,2022-01-01 08:30:00+00:00,ISONE,RT5M,5m
10065.845,10065.845,9805.745,2022-01-01 08:35:00+00:00,ISONE,RT5M,5m
10074.596,10074.596,9815.096,2022-01-01 08:40:00+00:00,ISONE,RT5M,5m
10064.07,10064.07,9802.47,2022-01-01 08:45:00+00:00,ISONE,RT5M,5m
10058.194,10058.194,9799.494,2022-01-01 08:50:00+00:00,ISONE,RT5M,5m
10066.866,10066.866,9805.466,2022-01-01 08:55:00+00:00,ISONE,RT5M,5m
10344.059,10344.059,9828.459,2022-01-01 09:00:00+00:00,ISONE,RT5M,5m
10341.205,10341.205,9824.105,2022-01-01 09:05:00+00:00,ISONE,RT5M,5m
10338.471,10338.471,9824.771,2022-01-01 09:10:00+00:00,ISONE,RT5M,5m
10372.66,10372.66,9836.36,2022-01-01 09:15:00+00:00,ISONE,RT5M,5m
10371.334,10371.334,9851.434,2022-01-01 09:20:00+00:00,ISONE,RT5M,5m
10343.646,10343.646,9827.546,2022-01-01 09:25:00+00:00,ISONE,RT5M,5m
10348.701,10348.701,9832.101,2022-01-01 09:30:00+00:00,ISONE,RT5M,5m
10372.622,10372.622,9849.022,2022-01-01 09:35:00+00:00,ISONE,RT5M,5m
10366.471,10366.471,9848.571,2022-01-01 09:40:00+00:00,ISONE,RT5M,5m
10352.839,10352.839,9836.839,2022-01-01 09:45:00+00:00,ISONE,RT5M,5m
10357.092,10357.092,9834.092,2022-01-01 09:50:00+00:00,ISONE,RT5M,5m
10340.977,10340.977,9825.577,2022-01-01 09:55:00+00:00,ISONE,RT5M,5m
10413.89,10413.89,9893.69,2022-01-01 10:00:00+00:00,ISONE,RT5M,5m
10464.748,10464.748,9937.348,2022-01-01 10:05:00+00:00,ISONE,RT5M,5m
10483.48,10483.48,9966.78,2022-01-01 10:10:00+00:00,ISONE,RT5M,5m
10466.847,10466.847,9949.247,2022-01-01 10:15:00+00:00,ISONE,RT5M,5m
10486.871,10486.871,9970.471,2022-01-01 10:20:00+00:00,ISONE,RT5M,5m
10492.411,10492.411,9979.811,2022-01-01 10:25:00+00:00,ISONE,RT5M,5m
10527.246,10527.246,10009.146,2022-01-01 10:30:00+00:00,ISONE,RT5M,5m
10569.465,10569.465,10053.365,2022-01-01 10:35:00+00:00,ISONE,RT5M,5m
10564.134,10564.134,10047.734,2022-01-01 10:40:00+00:00,ISONE,RT5M,5m
10559.366,10559.366,10045.266,2022-01-01 10:45:00+00:00,ISONE,RT5M,5m
10584.75,10584.75,10064.65,2022-01-01 10:50:00+00:00,ISONE,RT5M,5m
10597.398,10597.398,10085.398,2022-01-01 10:55:00+00:00,ISONE,RT5M,5m
10684.494,10684.494,10171.794,2022-01-01 11:00:00+00:00,ISONE,RT5M,5m
10499.296,10499.296,10241.696,2022-01-01 11:05:00+00:00,ISONE,RT5M,5m
10507.704,10507.704,10248.404,2022-01-01 11:10:00+00:00,ISONE,RT5M,5m
