load_MW,SystemLoadBtmPv,NativeLoadBtmPv,timestamp,ba_name,market,freq
10593.387,10593.387,9721.387,2021-11-01 04:00:00+00:00,ISONE,RT5M,5m
10569.438,10569.438,9695.138,2021-11-01 04:05:00+00:00,ISONE,RT5M,5m
10531.548,10531.548,9654.348,2021-11-01 04:10:00+00:00,ISONE,RT5M,5m
10493.032,10493.032,9617.832,2021-11-01 04:15:00+00:00,ISONE,RT5M,5m
10437.799,10437.799,9567.399,2021-11-01 04:20:00+00:00,ISONE,RT5M,5m
10393.199,10393.199,9523.799,2021-11-01 04:25:00+00:00,ISONE,RT5M,5m
10359.339,10359.339,9495.339,2021-11-01 04:30:00+00:00,ISONE,RT5M,5m
10315.818,10315.818,9449.218,2021-11-01 04:35:00+00:00,ISONE,RT5M,5m
10268.809,10268.809,9401.809,2021-11-01 04:40:00+00:00,ISONE,RT5M,5m
10262.268,10262.268,9393.368,2021-11-01 04:45:00+00:00,ISONE,RT5M,5m
10225.77,10225.77,9357.57,2021-11-01 04:50:00+00:00,ISONE,RT5M,5m
10198.937,10198.937,9331.337,2021-11-01 04:55:00+00:00,ISONE,RT5M,5m
10182.902,10182.902,9316.502,2021-11-01 05:00:00+00:00,ISONE,RT5M,5m
10122.143,10122.143,9257.743,2021-11-01 05:05:00+00:00,ISONE,RT5M,5m
10125.968,10125.968,9260.168,2021-11-01 05:10:00+00:00,ISONE,RT5M,5m
10078.688,10078.688,9214.688,2021-11-01 05:15:00+00:00,ISONE,RT5M,5m
10063.396,10063.396,9196.796,2021-11-01 05:20:00+00:00,ISONE,RT5M,5m
10034.032,10034.032,9166.132,2021-11-01 05:25:00+00:00,ISONE,RT5M,5m
10020.642,10020.642,9475.342,2021-11-01 05:30:00+00:00,ISONE,RT5M,5m
9652.238,9652.238,9110.138,2021-11-01 05:35:00+00:00,ISONE,RT5M,5m
9619.293,9619.293,9078.693,2021-11-01 05:40:00+00:00,ISONE,RT5M,5m
9622.256,9622.256,9082.756,2021-11-01 05:45:00+00:00,ISONE,RT5M,5m
9617.209,9617.209,9077.909,2021-11-01 05:50:00+00:00,ISONE,RT5M,5m
9620.42,9620.42,9079.52,2021-11-01 05:55:00+00:00,ISONE,RT5M,5m
