load_MW,SystemLoadBtmPv,NativeLoadBtmPv,timestamp,ba_name,market,freq
14277.167,14277.167,14268.167,2022-02-01 05:00:00+00:00,ISONE,RT5M,5m
14252.787,14252.787,14252.587,2022-02-01 05:05:00+00:00,ISONE,RT5M,5m
14209.146,14209.146,14207.146,2022-02-01 05:10:00+00:00,ISONE,RT5M,5m
14188.959,14188.959,14188.859,2022-02-01 05:15:00+00:00,ISONE,RT5M,5m
14160.685,14160.685,14159.285,2022-02-01 05:20:00+00:00,ISONE,RT5M,5m
14115.168,14115.168,14114.968,2022-02-01 05:25:00+00:00,ISONE,RT5M,5m
14123.619,14123.619,14119.519,2022-02-01 05:30:00+00:00,ISONE,RT5M,5m
14080.711,14080.711,14072.611,2022-02-01 05:35:00+00:00,ISONE,RT5M,5m
14046.488,14046.488,14045.288,2022-02-01 05:40:00+00:00,ISONE,RT5M,5m
14042.689,14042.689,14039.489,2022-02-01 05:45:00+00:00,ISONE,RT5M,5m
14023.84,14023.84,14009.04,2022-02-01 05:50:00+00:00,ISONE,RT5M,5m
14306.399,14306.399,13979.399,2022-02-01 05:55:00+00:00,ISONE,RT5M,5m
14306.61,14306.61,13973.91,2022-02-01 06:00:00+00:00,ISONE,RT5M,5m
14332.961,14332.961,13996.461,2022-02-01 06:05:00+00:00,ISONE,RT5M,5m
14501.385,14501.385,13909.385,2022-02-01 06:10:00+00:00,ISONE,RT5M,5m
14532.881,14532.881,13932.681,2022-02-01 06:15:00+00:00,ISONE,RT5M,5m
14501.963,14501.963,13908.363,2022-02-01 06:20:00+00:00,ISONE,RT5M,5m
14475.885,14475.885,13883.885,2022-02-01 06:25:00+00:00,ISONE,RT5M,5m
14469.326,14469.326,13876.326,2022-02-01 06:30:00+00:00,ISONE,RT5M,5m
14449.247,14449.247,13858.147,2022-02-01 06:35:00+00:00,ISONE,RT5M,5m
14468.003,14468.003,13869.203,2022-02-01 06:40:00+00:00,ISONE,RT5M,5m
14438.08,14438.08,13847.98,2022-02-01 06:45:00+00:00,ISONE,RT5M,5m
14448.56,14448.56,13855.56,2022-02-01 06:50:00+00:00,ISONE,RT5M,5m
14466.29,14466.29,13863.39,2022-02-01 06:55:00+00:00,ISONE,RT5M,5m
14446.574,14446.574,13854.974,2022-02-01 07:00:00+00:00,ISONE,RT5M,5m
14437.701,14437.701,13847.801,2022-02-01 07:05:00+00:00,ISONE,RT5M,5m
14439.646,14439.646,13848.946,2022-02-01 07:10:00+00:00,ISONE,RT5M,5m
14446.336,14446.336,13856.436,2022-02-01 07:15:00+00:00,ISONE,RT5M,5m
14409.789,14409.789,13810.589,2022-02-01 07:20:00+00:00,ISONE,RT5M,5m
14391.559,14391.559,13799.859,2022-02-01 07:25:00+00:00,ISONE,RT5M,5m
14395.605,14395.605,13806.705,2022-02-01 07:30:00+00:00,ISONE,RT5M,5m
14380.877,14380.877,13791.377,2022-02-01 07:35:00+00:00,ISONE,RT5M,5m
14407.063,14407.063,13817.963,2022-02-01 07:40:00+00:00,ISONE,RT5M,5m
14405.508,14405.508,13814.308,2022-02-01 07:45:00+00:00,ISONE,RT5M,5m
14393.593,14393.593,13803.993,2022-02-01 07:50:00+00:00,ISONE,RT5M,5m
14380.395,14380.395,13790.795,2022-02-01 07:55:00+00:00,ISONE,RT5M,5m
14425.898,14425.898,13837.998,2022-02-01 08:00:00+00:00,ISONE,RT5M,5m
14436.973,14436.973,13849.073,2022-02-01 08:05:00+00:00,ISONE,RT5M,5m
14465.352,14465.352,13868.352,2022-02-01 08:10:00+00:00,ISONE,RT5M,5m
14472.838,14472.838,13881.638,2022-02-01 08:15:00+00:00,ISONE,RT5M,5m
14483.397,14483.397,13895.597,2022-02-01 08:20:00+00:00,ISONE,RT5M,5m
14502.166,14502.166,13906.066,2022-02-01 08:25:00+00:00,ISONE,RT5M,5m
14495.621,14495.621,13903.921,2022-02-01 08:30:00+00:00,ISONE,RT5M,5m
14474.793,14474.793,13887.293,2022-02-01 08:35:00+00:00,ISONE,RT5M,5m
14522.979,14522.979,13936.179,2022-02-01 08:40:00+00:00,ISONE,RT5M,5m
14537.834,14537.834,13950.934,2022-02-01 08:45:00+00:00,ISONE,RT5M,5m
14556.795,14556.795,13967.995,2022-02-01 08:50:00+00:00,ISONE,RT5M,5m
14586.889,14586.889,13990.889,2022-02-01 08:55:00+00:00,ISONE,RT5M,5m
14345.193,14345.193,14054.793,2022-02-01 09:00:00+00:00,ISONE,RT5M,5m
14366.171,14366.171,14108.071,2022-02-01 09:05:00+00:00,ISONE,RT5M,5m
14374.542,14374.542,14116.442,2022-02-01 09:10:00+00:00,ISONE,RT5M,5m
14422.359,14422.359,14164.659,2022-02-01 09:15:00+00:00,ISONE,RT5M,5m
14442.229,14442.229,14179.429,2022-02-01 09:20:00+00:00,ISONE,RT5M,5m
14482.821,14482.821,14223.521,2022-02-01 09:25:00+00:00,ISONE,RT5M,5m
14525.355,14525.355,14267.255,2022-02-01 09:30:00+00:00,ISONE,RT5M,5m
14587.284,14587.284,14328.484,2022-02-01 09:35:00+00:00,ISONE,RT5M,5m
14628.662,14628.662,14367.562,2022-02-01 09:40:00+00:00,ISONE,RT5M,5m
14703.247,14703.247,14426.647,2022-02-01 09:45:00+00:00,ISONE,RT5M,5m
14730.993,14730.993,14472.293,2022-02-01 09:50:00+00:00,ISONE,RT5M,5m
14798.885,14798.885,14538.485,2022-02-01 09:55:00+00:00,ISONE,RT5M,5m
14682.653,14682.653,14666.553,2022-02-01 10:00:00+00:00,ISONE,RT5M,5m
14803.594,14803.594,14803.594,2022-02-01 10:05:00+00:00,ISONE,RT5M,5m
14919.594,14919.594,14898.494,2022-02-01 10:10:00+00:00,ISONE,RT5M,5m
14976.045,14976.045,14971.045,2022-02-01 10:15:00+00:00,ISONE,RT5M,5m
15094.113,15094.113,15073.013,2022-02-01 10:20:00+00:00,ISONE,RT5M,5m
15164.863,15164.863,15156.363,2022-02-01 10:25:00+00:00,ISONE,RT5M,5m
15226.915,15226.915,15220.115,2022-02-01 10:30:00+00:00,ISONE,RT5M,5m
15343.919,15343.919,15338.919,2022-02-01 10:35:00+00:00,ISONE,RT5M,5m
15475.786,15475.786,15454.686,2022-02-01 10:40:00+00:00,ISONE,RT5M,5m
15589.38,15589.38,15575.58,2022-02-01 10:45:00+00:00,ISONE,RT5M,5m
15654.009,15654.009,15649.009,2022-02-01 10:50:00+00:00,ISONE,RT5M,5m
15772.393,15772.393,15770.793,2022-02-01 10:55:00+00:00,ISONE,RT5M,5m
15963.374,15963.374,15963.374,2022-02-01 11:00:00+00:00,ISONE,RT5M,5m
16189.979,16189.979,16189.879,2022-02-01 11:05:00+00:00,ISONE,RT5M,5m
16348.377,16348.377,16348.377,2022-02-01 11:10:00+00:00,ISONE,RT5M,5m
16529.4,16529.4,16513.4,2022-02-01 11:15:00+00:00,ISONE,RT5M,5m
16626.262,16626.262,16626.262,2022-02-01 11:20:00+00:00,ISONE,RT5M,5m
16759.834,16759.834,16759.834,2022-02-01 11:25:00+00:00,ISONE,RT5M,5m
16882.092,16882.092,16882.092,2022-02-01 11:30:00+00:00,ISONE,RT5M,5m
17018.234,17023.9,17022.002,2022-02-01 11:35:00+00:00,ISONE,RT5M,5m
17178.361,17189.693,17153.594,2022-02-01 11:40:00+00:00,ISONE,RT5M,5m
17205.873,17222.873,17222.873,2022-02-01 11:45:00+00:00,ISONE,RT5M,5m
17289.3,17311.969,17311.768,2022-02-01 11:50:00+00:00,ISONE,RT5M,5m
17357.352,17385.686,17385.285,2022-02-01 11:55:00+00:00,ISONE,RT5M,5m
17469.098,17503.098,17489.098,2022-02-01 12:00:00+00:00,ISONE,RT5M,5m
17535.945,17575.611,17575.611,2022-02-01 12:05:00+00:00,ISONE,RT5M,5m
17623.611,17668.943,17651.244,2022-02-01 12:10:00+00:00,ISONE,RT5M,5m
17659.553,17710.553,17706.754,2022-02-01 12:15:00+00:00,ISONE,RT5M,5m
17692.035,17748.701,17748.701,2022-02-01 12:20:00+00:00,ISONE,RT5M,5m
17771.994,17834.326,17798.326,2022-02-01 12:25:00+00:00,ISONE,RT5M,5m
17716.262,17784.262,17784.262,2022-02-01 12:30:00+00:00,ISONE,RT5M,5m
17761.332,17854.164,17852.965,2022-02-01 12:35:00+00:00,ISONE,RT5M,5m
17773.94,17891.605,17889.307,2022-02-01 12:40:00+00:00,ISONE,RT5M,5m
17720.264,17862.764,17862.764,2022-02-01 12:45:00+00:00,ISONE,RT5M,5m
17739.465,17906.799,17884.697,2022-02-01 12:50:00+00:00,ISONE,RT5M,5m
17694.117,17886.283,17884.885,2022-02-01 12:55:00+00:00,ISONE,RT5M,5m
17670.664,17887.664,17887.465,2022-02-01 13:00:00+00:00,ISONE,RT5M,5m
17656.596,17898.43,17895.43,2022-02-01 13:05:00+00:00,ISONE,RT5M,5m
17636.188,17902.855,17900.756,2022-02-01 13:10:00+00:00,ISONE,RT5M,5m
17602.824,17894.324,17894.123,2022-02-01 13:15:00+00:00,ISONE,RT5M,5m
17537.348,17853.682,17853.38,2022-02-01 13:20:00+00:00,ISONE,RT5M,5m
17542.531,17883.697,17868.498,2022-02-01 13:25:00+00:00,ISONE,RT5M,5m
17423.637,17789.637,17789.438,2022-02-01 13:30:00+00:00,ISONE,RT5M,5m
17367.578,17759.16,17735.96,2022-02-01 13:35:00+00:00,ISONE,RT5M,5m
17280.383,17697.55,17695.05,2022-02-01 13:40:00+00:00,ISONE,RT5M,5m
17228.828,17671.578,17671.379,2022-02-01 13:45:00+00:00,ISONE,RT5M,5m
17164.459,17632.793,17632.393,2022-02-01 13:50:00+00:00,ISONE,RT5M,5m
17101.566,17595.482,17594.783,2022-02-01 13:55:00+00:00,ISONE,RT5M,5m
17081.357,17600.857,17586.457,2022-02-01 14:00:00+00:00,ISONE,RT5M,5m
17052.098,17597.182,17559.98,2022-02-01 14:05:00+00:00,ISONE,RT5M,5m
16955.463,17526.13,17525.03,2022-02-01 14:10:00+00:00,ISONE,RT5M,5m
16893.01,17489.26,17488.16,2022-02-01 14:15:00+00:00,ISONE,RT5M,5m
16887.262,17509.096,17507.994,2022-02-01 14:20:00+00:00,ISONE,RT5M,5m
16846.354,17493.771,17465.871,2022-02-01 14:25:00+00:00,ISONE,RT5M,5m
16790.617,17463.617,17459.117,2022-02-01 14:30:00+00:00,ISONE,RT5M,5m
16710.072,17390.904,17389.605,2022-02-01 14:35:00+00:00,ISONE,RT5M,5m
16654.584,17343.252,17318.65,2022-02-01 14:40:00+00:00,ISONE,RT5M,5m
16611.1,17307.6,17306.5,2022-02-01 14:45:00+00:00,ISONE,RT5M,5m
16565.842,17270.176,17269.074,2022-02-01 14:50:00+00:00,ISONE,RT5M,5m
16567.314,17279.48,17251.182,2022-02-01 14:55:00+00:00,ISONE,RT5M,5m
16585.723,17305.723,17304.924,2022-02-01 15:00:00+00:00,ISONE,RT5M,5m
16547.254,17275.088,17272.188,2022-02-01 15:05:00+00:00,ISONE,RT5M,5m
16554.574,17290.24,17274.441,2022-02-01 15:10:00+00:00,ISONE,RT5M,5m
16538.838,17282.338,17270.238,2022-02-01 15:15:00+00:00,ISONE,RT5M,5m
16544.998,17296.33,17278.83,2022-02-01 15:20:00+00:00,ISONE,RT5M,5m
16801.76,17560.928,17286.727,2022-02-01 15:25:00+00:00,ISONE,RT5M,5m
16791.082,17558.082,17276.582,2022-02-01 15:30:00+00:00,ISONE,RT5M,5m
